subject, practice/real, trial#, target/nontarget, target type, setsize, error, responsetime 
1230373, 2, 165, 2, 2, 16, 0, 723 
1230373, 2, 166, 1, 1, 4, 0, 597 
1230373, 2, 167, 2, 2, 8, 0, 916 
1230373, 2, 168, 2, 1, 8, 0, 1668 
1230373, 2, 169, 2, 2, 4, 1, 845 
1230373, 2, 170, 2, 1, 16, 0, 1971 
1230373, 2, 171, 2, 2, 4, 1, 1075 
1230373, 2, 172, 2, 1, 8, 0, 1251 
1230373, 2, 173, 1, 1, 8, 0, 1107 
1230373, 2, 174, 1, 2, 8, 0, 818 
1230373, 2, 175, 1, 2, 16, 0, 682 
1230373, 2, 176, 2, 1, 4, 0, 858 
1230373, 2, 177, 1, 1, 16, 0, 930 
1230373, 2, 178, 1, 2, 4, 0, 651 
1230373, 2, 179, 1, 2, 16, 0, 709 
1230373, 2, 180, 2, 2, 8, 0, 609 
1230373, 2, 181, 1, 1, 8, 0, 1170 
1230373, 2, 182, 1, 1, 8, 0, 1345 
1230373, 2, 183, 2, 2, 16, 0, 719 
1230373, 2, 184, 1, 1, 16, 0, 2097 
1230373, 2, 185, 1, 1, 16, 0, 1635 
1230373, 2, 186, 2, 2, 8, 0, 665 
1230373, 2, 187, 1, 2, 8, 0, 608 
1230373, 2, 188, 1, 2, 8, 0, 618 
1230373, 2, 189, 2, 2, 16, 0, 658 
1230373, 2, 190, 1, 2, 4, 0, 566 
1230373, 2, 191, 2, 1, 8, 0, 1817 
1230373, 2, 192, 2, 1, 4, 0, 686 
1230373, 2, 193, 1, 2, 8, 0, 664 
1230373, 2, 194, 1, 2, 4, 0, 548 
1230373, 2, 195, 1, 1, 8, 0, 913 
1230373, 2, 196, 1, 1, 4, 0, 880 
1230373, 2, 197, 2, 1, 8, 0, 813 
1230373, 2, 198, 2, 1, 4, 0, 863 
1230373, 2, 199, 1, 1, 8, 0, 634 
1230373, 2, 200, 2, 2, 16, 0, 908 
1230373, 2, 201, 2, 2, 16, 0, 593 
1230373, 2, 202, 2, 2, 16, 0, 530 
1230373, 2, 203, 2, 1, 16, 0, 1912 
1230373, 2, 204, 1, 1, 8, 0, 1236 
1230373, 2, 205, 1, 2, 8, 0, 755 
1230373, 2, 206, 1, 1, 16, 0, 1496 
1230373, 2, 207, 1, 2, 4, 0, 604 
1230373, 2, 208, 1, 1, 8, 0, 1024 
1230373, 2, 209, 2, 2, 8, 0, 818 
1230373, 2, 210, 1, 2, 4, 0, 678 
1230373, 2, 211, 2, 1, 4, 0, 891 
1230373, 2, 212, 1, 1, 4, 0, 914 
1230373, 2, 213, 2, 2, 8, 0, 791 
1230373, 2, 214, 1, 2, 8, 0, 676 
1230373, 2, 215, 2, 2, 16, 0, 825 
1230373, 2, 216, 2, 1, 16, 0, 2142 
1230373, 2, 217, 2, 2, 16, 1, 635 
1230373, 2, 218, 1, 1, 16, 0, 1258 
1230373, 2, 219, 2, 1, 8, 0, 1489 
1230373, 2, 220, 2, 1, 16, 0, 1511 
1230373, 2, 221, 2, 2, 16, 0, 851 
1230373, 2, 222, 2, 2, 16, 0, 549 
1230373, 2, 223, 1, 2, 4, 0, 1074 
1230373, 2, 224, 2, 2, 16, 0, 689 
1230373, 2, 225, 2, 1, 4, 0, 878 
1230373, 2, 226, 1, 2, 4, 0, 780 
1230373, 2, 227, 1, 1, 8, 0, 1442 
1230373, 2, 228, 1, 1, 4, 0, 666 
1230373, 2, 229, 1, 1, 16, 0, 1344 
1230373, 2, 230, 1, 2, 16, 0, 739 
1230373, 2, 231, 2, 2, 8, 0, 608 
1230373, 2, 232, 1, 1, 8, 0, 626 
1230373, 2, 233, 2, 1, 16, 0, 1862 
1230373, 2, 234, 1, 1, 16, 0, 1512 
1230373, 2, 235, 2, 2, 8, 0, 736 
1230373, 2, 236, 2, 2, 8, 0, 558 
1230373, 2, 237, 2, 1, 8, 0, 1160 
1230373, 2, 238, 1, 1, 16, 0, 760 
1230373, 2, 239, 1, 2, 16, 1, 557 
1230373, 2, 240, 2, 1, 4, 0, 725 

