MSG	11451414 TRIAL 11 START
MSG	11454615 DRIFTCORRECT L LEFT  at 960,540  OFFSET 0.52 deg.  19.7,7.1 pix.
MSG	11455374 RECCFG P 500 2 1 
MSG	11455374 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	11455375 !MODE RECORD P 500 2 1
START	11455376 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
11455996	  979.5	  580.3	  430.0	.
11455998	  979.7	  579.9	  430.0	.
11456000	  979.5	  580.5	  430.0	.
11456002	  979.3	  579.4	  430.0	.
11456004	  979.4	  578.2	  429.0	.
11456006	  979.2	  579.7	  428.0	.
11456008	  979.0	  580.0	  428.0	.
11456010	  979.1	  580.1	  428.0	.
11456012	  979.4	  580.8	  426.0	.
11456014	  979.2	  580.3	  426.0	.
11456016	  979.4	  579.7	  425.0	.
11456018	  979.4	  580.3	  424.0	.
11456020	  979.8	  579.7	  424.0	.
11456022	  979.5	  579.0	  424.0	.
11456024	  979.8	  578.5	  422.0	.
11456026	  979.9	  578.6	  421.0	.
11456028	  980.7	  578.7	  421.0	.
11456030	  981.0	  578.9	  420.0	.
11456032	  981.0	  577.3	  420.0	.
11456034	  980.9	  577.2	  420.0	.
11456036	  981.0	  577.7	  420.0	.
11456038	  980.5	  577.6	  420.0	.
11456040	  980.0	  577.7	  420.0	.
11456042	  981.0	  578.0	  419.0	.
11456044	  981.4	  578.6	  419.0	.
11456046	  981.5	  579.2	  419.0	.
11456048	  981.6	  579.5	  418.0	.
11456050	  982.4	  579.7	  418.0	.
11456052	  982.5	  579.8	  416.0	.
11456054	  981.9	  580.8	  416.0	.
11456056	  981.8	  579.9	  418.0	.
11456058	  981.9	  580.4	  421.0	.
11456060	  981.9	  580.5	  421.0	.
11456062	  981.8	  580.6	  420.0	.
11456064	  982.6	  580.7	  418.0	.
11456066	  983.3	  580.6	  417.0	.
11456068	  983.7	  580.3	  414.0	.
11456070	  983.9	  581.2	  413.0	.
11456072	  983.5	  580.8	  412.0	.
11456074	  982.9	  580.4	  411.0	.
11456076	  983.6	  581.3	  411.0	.
11456078	  983.4	  581.4	  411.0	.
11456080	  983.5	  581.1	  411.0	.
11456082	  983.6	  581.4	  408.0	.
11456084	  982.8	  580.2	  407.0	.
11456086	  981.9	  579.1	  407.0	.
11456088	  982.2	  579.0	  406.0	.
11456090	  982.4	  579.3	  405.0	.
11456092	  981.9	  579.1	  405.0	.
11456094	  981.4	  580.9	  404.0	.
11456096	  981.3	  582.6	  404.0	.
11456098	  981.7	  582.5	  404.0	.
11456100	  981.5	  582.4	  404.0	.
11456102	  981.4	  582.4	  404.0	.
11456104	  981.4	  582.4	  404.0	.
11456106	  981.5	  584.6	  404.0	.
11456108	  981.0	  583.4	  403.0	.
11456110	  981.0	  582.2	  402.0	.
11456112	  981.0	  581.9	  402.0	.
11456114	  981.4	  582.2	  402.0	.
11456116	  981.0	  582.3	  402.0	.
11456118	  980.6	  583.4	  403.0	.
11456120	  980.4	  584.0	  405.0	.
11456122	  980.5	  584.1	  405.0	.
11456124	  980.5	  583.9	  402.0	.
11456126	  979.2	  583.6	  399.0	.
11456128	  979.5	  583.4	  398.0	.
11456130	  979.5	  583.1	  397.0	.
11456132	  979.5	  583.1	  394.0	.
