11509866,1,0,677.1,550.2,462.0
11509868,1,0,677.5,551.8,462.0
11509870,1,0,677.6,551.8,460.0
11509872,1,0,679.6,552.9,458.0
11509874,1,0,679.8,554.0,458.0
11509876,1,0,679.5,556.1,458.0
11509878,1,0,678.9,555.8,459.0
11509880,1,0,678.4,558.4,459.0
11509882,1,0,678.5,559.1,459.0
11509884,1,0,678.6,558.7,459.0
11509886,1,0,678.9,559.9,462.0
11509888,1,0,679.3,561.0,462.0
11509890,1,0,679.6,563.7,462.0
11509892,1,0,679.4,563.9,462.0
11509894,1,0,679.5,564.3,462.0
11509896,1,0,678.8,564.0,462.0
11509898,1,0,678.0,563.7,460.0
11509900,1,0,678.5,564.3,460.0
11509902,1,0,678.2,564.9,460.0
11509904,1,0,678.6,565.5,460.0
11509906,1,0,678.8,566.2,460.0
11509908,1,0,678.8,566.2,460.0
11509910,1,0,678.8,566.2,460.0
11509912,1,0,678.8,566.7,459.0
11509914,1,0,678.9,565.9,459.0
11509916,1,0,678.9,564.9,460.0
11509918,1,0,678.8,565.2,460.0
11509920,1,0,678.6,563.6,460.0
11509922,1,0,678.7,562.3,461.0
11509924,1,0,678.8,562.2,461.0
11509926,1,0,679.5,562.3,461.0
11509928,1,0,680.9,561.7,461.0
11509930,1,0,680.2,561.1,462.0
11509932,1,0,679.4,559.3,462.0
11509934,1,0,677.3,557.5,463.0
11509936,1,0,672.5,553.2,468.0
11509938,1,0,670.3,546.2,470.0
11509940,1,0,663.1,540.9,470.0
11509942,1,0,657.5,535.8,470.0
11509944,1,0,648.0,522.8,471.0
11509946,1,0,641.5,518.3,472.0
11509948,1,0,631.4,516.5,473.0
11509950,1,0,616.9,514.1,474.0
11509952,1,0,603.7,501.8,477.0
11509954,1,0,591.5,491.0,478.0
11509956,1,0,579.3,483.5,479.0
11509958,1,0,571.3,480.1,481.0
11509960,1,0,565.0,472.9,481.0
11509962,1,0,562.6,465.6,482.0
11509964,1,0,561.9,464.7,482.0
11509966,1,0,561.0,463.0,482.0
11509968,1,0,561.4,459.4,483.0
11509970,1,0,561.7,455.9,483.0
11509972,1,0,561.8,455.4,484.0
11509974,1,0,561.6,452.0,485.0
11509976,1,0,563.6,451.6,485.0
11509978,1,0,565.6,451.2,486.0
11509980,1,0,566.5,451.2,486.0
11509982,1,0,566.5,451.1,486.0
11509984,1,1,566.0,449.4,486.0
11509986,1,1,566.2,449.1,486.0
11509988,1,1,566.3,448.7,485.0
11509990,1,1,566.5,448.7,485.0
11509992,1,1,566.7,448.7,485.0
