g04_08.asc,4,1,1,11342728,11342742,16,952.5,569.2,988.5,570.1,0.90,81
g04_08.asc,4,1,1,11343064,11343270,208,973.5,575.6,984.4,618.1,1.23,302
g04_08.asc,4,2,1,11343300,11343506,208,982.9,570.6,928.8,512.9,2.11,331
g04_08.asc,4,2,1,11343664,11343734,72,944.5,527.1,430.9,577.2,12.47,376
g04_08.asc,4,2,1,11344000,11344010,12,429.5,573.8,414.6,552.3,0.69,86
g04_08.asc,4,2,1,11344192,11344266,76,423.9,552.3,1603.0,599.6,27.52,577
g04_08.asc,4,2,1,11344660,11344670,12,1580.8,611.5,1556.6,600.6,0.64,80
g04_08.asc,4,2,1,11345172,11345186,16,1546.2,565.6,1566.9,586.7,0.76,64
g04_08.asc,4,2,1,11345460,11345538,80,1559.7,587.9,430.8,550.2,26.46,579
g04_08.asc,4,2,1,11346116,11346134,20,438.1,538.1,480.4,555.8,1.11,101
g04_08.asc,4,2,1,11347320,11347402,84,451.0,540.2,1541.5,599.1,25.74,497
g04_08.asc,4,2,1,11348052,11348066,16,1534.2,600.6,1563.7,573.8,1.01,118
g04_08.asc,4,2,1,11348776,11348866,92,1560.0,562.6,536.6,602.7,24.25,427
g04_08.asc,4,2,1,11349096,11349110,16,484.9,588.6,431.9,589.9,1.25,127
g04_08.asc,4,2,1,11349588,11349598,12,421.5,583.7,419.9,565.9,0.49,62
g04_08.asc,5,1,1,11353736,11353982,248,679.6,630.2,816.7,560.1,3.91,469
g04_08.asc,5,1,1,11354200,11354226,28,833.9,519.9,959.7,534.6,3.15,213
g04_08.asc,5,1,1,11356144,11356170,28,965.9,550.7,1096.4,551.2,3.24,175
g04_08.asc,5,1,1,11356352,11356422,72,1103.4,542.6,1799.1,634.9,16.43,332
g04_08.asc,5,1,1,11356572,11356626,56,1782.9,630.2,983.4,572.2,18.81,576
g04_08.asc,5,2,1,11357024,11357074,52,982.9,589.0,423.6,617.5,13.50,416
g04_08.asc,5,2,1,11357524,11357594,72,422.7,605.0,1528.9,620.7,25.97,591
g04_08.asc,5,2,1,11357768,11357782,16,1532.0,619.8,1579.7,619.0,1.11,119
g04_08.asc,5,2,1,11358480,11358550,72,1537.9,598.4,440.3,622.4,25.80,593
g04_08.asc,5,2,1,11359056,11359070,16,427.5,595.0,448.8,626.1,0.99,100
g04_08.asc,5,2,1,11359792,11359870,80,443.8,626.9,1418.4,644.7,23.15,463
g04_08.asc,5,2,1,11360772,11360798,28,1410.8,638.3,1562.8,645.7,3.60,199
g04_08.asc,5,2,1,11360972,11361082,112,1554.7,653.8,1547.0,620.6,0.93,175
g04_08.asc,5,2,1,11361888,11361946,60,1537.8,647.7,962.1,639.9,13.89,393
g04_08.asc,6,1,1,11384170,11384204,36,748.9,595.0,951.1,562.6,5.06,273
g04_08.asc,6,1,1,11385006,11385184,180,974.9,619.2,963.0,516.6,2.91,262
g04_08.asc,6,1,1,11385442,11385448,8,961.6,582.7,945.4,587.0,0.42,75
g04_08.asc,6,1,1,11386398,11386480,84,945.3,618.5,1636.5,913.5,18.15,344
g04_08.asc,6,1,1,11386598,11386656,60,1620.3,906.9,953.1,726.8,16.46,486
g04_08.asc,6,1,1,11386694,11386876,184,974.2,725.6,963.0,587.0,3.90,325
g04_08.asc,6,2,1,11387334,11387384,52,970.0,643.4,1499.4,643.5,12.76,381
g04_08.asc,6,2,1,11387614,11387676,64,1501.5,646.7,391.3,632.0,25.91,664
g04_08.asc,6,2,1,11387858,11387868,12,397.4,618.6,432.1,621.3,0.82,102
g04_08.asc,6,2,1,11388330,11388404,76,431.6,617.2,1561.6,628.5,26.37,561
g04_08.asc,6,2,1,11389594,11389608,16,1548.7,613.4,1565.7,648.4,1.03,108
g04_08.asc,6,2,1,11389746,11389812,68,1552.3,639.7,440.5,632.0,25.95,619
g04_08.asc,7,1,1,11396116,11396154,40,645.1,481.4,957.3,534.7,7.83,338
g04_08.asc,7,1,1,11396636,11396702,68,957.9,553.2,206.5,582.7,17.74,429
g04_08.asc,7,1,1,11396892,11396930,40,193.1,572.5,-46.6,608.6,5.26,188
g04_08.asc,7,1,1,11397156,11397230,76,-49.2,586.5,885.1,551.2,21.16,441
g04_08.asc,7,1,1,11397868,11397882,16,920.1,571.6,968.7,576.7,1.21,126
g04_08.asc,7,1,1,11398228,11398258,32,964.1,573.9,794.4,571.1,4.20,199
g04_08.asc,7,1,1,11398448,11398486,40,771.0,572.5,944.3,588.3,4.31,193
g04_08.asc,7,1,1,11398936,11398950,16,945.7,585.1,966.0,571.1,0.64,64
g04_08.asc,7,2,1,11399200,11399262,64,972.9,572.3,1548.7,613.7,13.86,321
g04_08.asc,7,2,1,11399616,11399622,8,1550.9,615.2,1542.3,605.3,0.34,53
g04_08.asc,7,2,1,11399848,11399914,68,1537.0,596.5,435.6,599.3,25.82,614
g04_08.asc,7,2,1,11400352,11400362,12,416.0,584.7,392.0,579.1,0.58,72
g04_08.asc,7,2,1,11400668,11400690,24,386.9,563.9,419.4,608.4,1.44,113
g04_08.asc,7,2,1,11400952,11401030,80,409.7,581.6,1534.9,573.8,26.35,533
g04_08.asc,7,2,1,11401588,11401602,16,1531.6,576.1,1566.4,599.1,1.03,102
g04_08.asc,7,2,1,11401964,11402038,76,1552.5,603.8,427.8,588.4,26.31,574
g04_08.asc,7,2,1,11402340,11402350,12,399.5,567.9,384.5,556.4,0.47,59
g04_08.asc,7,2,1,11402972,11402990,20,396.7,551.5,409.9,598.7,1.34,109
g04_08.asc,7,2,1,11404044,11404126,84,397.8,581.9,1561.9,583.2,27.14,533
g04_08.asc,7,2,1,11405008,11405018,12,1533.1,570.8,1520.5,564.8,0.34,43
g04_08.asc,7,2,1,11405520,11405598,80,1503.6,561.0,492.6,582.5,23.94,410
g04_08.asc,7,2,1,11405808,11405826,20,461.7,572.1,397.6,559.2,1.56,128
g04_08.asc,7,2,1,11406160,11406166,8,393.1,560.7,381.5,558.5,0.28,58
g04_08.asc,8,1,1,11413834,11413872,40,651.0,565.7,959.4,558.7,7.61,324
g04_08.asc,8,1,1,11414714,11414724,12,963.3,588.3,985.9,581.2,0.60,81
g04_08.asc,8,1,1,11414870,11414880,12,969.2,571.0,943.3,569.7,0.64,82
g04_08.asc,8,1,1,11415082,11415144,64,941.7,571.0,702.0,511.0,6.17,154
g04_08.asc,8,1,1,11415538,11415796,260,597.1,499.7,1005.5,599.9,10.43,344
g04_08.asc,8,1,1,11416278,11416292,16,1009.5,571.6,961.3,567.1,1.20,113
g04_08.asc,8,2,1,11416926,11416984,60,968.5,588.0,1509.8,607.7,13.05,319
g04_08.asc,8,2,1,11417138,11417152,16,1504.9,603.5,1557.2,613.7,1.25,109
g04_08.asc,8,2,1,11417574,11417640,68,1552.1,610.2,520.4,623.6,24.34,598
g04_08.asc,8,2,1,11417778,11417792,16,505.2,616.3,465.7,609.0,0.96,100
g04_08.asc,8,2,1,11418562,11418636,76,447.8,574.4,1601.3,641.0,26.98,554
g04_08.asc,8,2,1,11418946,11418952,8,1581.2,624.1,1565.0,615.7,0.44,84
g04_08.asc,8,2,1,11419466,11419480,16,1546.3,622.6,1519.8,597.6,0.92,85
g04_08.asc,8,2,1,11419694,11419704,12,1517.2,588.0,1545.7,588.1,0.66,83
g04_08.asc,8,2,1,11421534,11421612,80,1534.0,574.8,436.5,626.2,25.77,533
g04_08.asc,8,2,1,11421802,11421808,8,434.7,609.0,441.8,601.3,0.27,59
g04_08.asc,8,2,1,11422166,11422176,12,453.7,586.3,445.6,573.3,0.41,51
g04_08.asc,9,0,1,11428034,11428076,44,610.8,468.3,947.9,507.5,8.37,323
g04_08.asc,9,1,1,11428326,11428344,20,943.7,516.7,987.7,530.1,1.15,113
g04_08.asc,9,1,1,11428818,11428888,72,980.8,551.1,610.0,538.8,9.13,166
g04_08.asc,9,1,1,11429058,11429096,40,591.1,525.8,777.4,518.4,4.58,176
g04_08.asc,9,1,1,11429506,11429544,40,804.3,521.5,1013.3,539.3,5.20,203
g04_08.asc,9,1,1,11429710,11429720,12,1004.4,543.9,978.5,549.1,0.66,82
g04_08.asc,9,1,1,11429822,11430020,200,979.9,564.2,986.9,517.2,1.34,369
g04_08.asc,9,1,1,11430218,11430304,88,980.9,540.6,286.8,491.7,16.62,322
g04_08.asc,9,1,1,11430366,11430556,192,269.7,495.9,792.3,447.0,12.50,615
g04_08.asc,9,1,1,11430802,11430836,36,814.7,475.6,973.5,506.2,4.02,224
g04_08.asc,9,1,1,11431150,11431164,16,973.0,508.5,970.5,534.3,0.73,56
g04_08.asc,9,2,1,11431318,11431336,20,943.2,516.8,887.6,527.8,1.41,100
g04_08.asc,9,2,1,11431446,11431488,44,888.0,523.0,452.5,540.4,10.58,391
g04_08.asc,9,2,1,11431658,11431668,12,444.1,535.8,418.4,536.9,0.61,76
g04_08.asc,9,2,1,11432050,11432120,72,420.4,532.6,1490.3,539.7,25.15,540
g04_08.asc,9,2,1,11432282,11432300,20,1487.3,537.7,1564.8,547.8,1.81,129
g04_08.asc,9,2,1,11432682,11432688,8,1551.3,546.1,1542.2,539.5,0.28,47
g04_08.asc,9,2,1,11433322,11433396,76,1544.4,504.1,526.2,520.9,23.99,532
g04_08.asc,9,2,1,11433586,11433596,12,476.8,477.0,449.1,475.1,0.66,83
g04_08.asc,9,2,1,11434074,11434080,8,428.5,470.4,428.7,459.3,0.31,64
g04_08.asc,9,2,1,11434486,11434564,80,421.5,483.8,1565.3,534.9,26.73,544
g04_08.asc,9,2,1,11434786,11434804,20,1550.1,533.0,1550.0,491.7,1.13,82
g04_08.asc,10,1,1,11442270,11442332,64,1920.9,628.5,1065.7,604.8,19.34,499
g04_08.asc,10,1,1,11442602,11442624,24,1046.1,610.0,961.9,584.0,2.20,157
g04_08.asc,10,1,1,11443162,11443200,40,955.5,593.9,733.6,572.5,5.50,189
g04_08.asc,10,1,1,11443438,11443476,40,723.5,573.0,999.8,601.9,6.85,291
g04_08.asc,10,1,1,11443726,11443732,8,973.7,588.1,961.7,587.2,0.30,63
g04_08.asc,10,1,1,11443862,11444140,280,960.1,587.1,1009.1,561.0,1.42,270
g04_08.asc,10,1,1,11444626,11444644,20,1018.7,582.9,967.5,582.6,1.26,102
g04_08.asc,10,1,1,11445194,11445220,28,968.1,598.6,1112.6,588.4,3.56,197
g04_08.asc,10,2,1,11445470,11445520,52,1107.1,577.0,1597.0,633.4,11.63,371
g04_08.asc,10,2,1,11445858,11445920,64,1563.2,626.3,491.8,648.5,25.01,631
g04_08.asc,10,2,1,11446114,11446124,12,464.9,631.1,439.2,625.3,0.63,78
g04_08.asc,10,2,1,11446486,11446496,12,439.7,620.6,436.2,592.5,0.78,98
g04_08.asc,10,2,1,11446918,11446996,80,435.4,589.0,1567.4,649.5,26.35,539
g04_08.asc,10,2,1,11447390,11447404,16,1562.6,640.1,1595.4,620.3,0.92,102
g04_08.asc,10,2,1,11447954,11448028,76,1586.1,612.5,430.6,606.1,26.75,593
g04_08.asc,10,2,1,11448414,11448428,16,414.3,601.8,458.8,589.7,1.10,111
g04_08.asc,10,2,1,11448782,11448864,84,460.9,580.2,1570.4,579.1,25.80,520
g04_08.asc,10,2,1,11449234,11449240,8,1576.4,614.2,1568.4,608.1,0.25,52
g04_08.asc,11,1,1,11455504,11455518,16,736.4,552.7,701.4,548.5,0.86,75
g04_08.asc,11,1,1,11455644,11455694,52,565.9,536.0,982.1,556.9,10.17,322
g04_08.asc,11,1,1,11456256,11456262,8,967.0,603.4,955.7,602.0,0.28,73
g04_08.asc,11,1,1,11456816,11456826,12,954.4,591.4,976.5,596.3,0.56,70
g04_08.asc,11,1,1,11457032,11457070,40,958.7,568.7,958.4,666.7,2.76,117
g04_08.asc,11,1,1,11457156,11457410,256,951.8,624.3,965.7,487.4,3.89,292
g04_08.asc,11,1,1,11457580,11457590,12,966.8,541.0,947.4,543.1,0.48,60
g04_08.asc,11,1,1,11458052,11458110,60,944.6,550.1,1386.4,640.3,10.93,287
g04_08.asc,11,1,1,11458340,11458414,76,1383.1,646.9,1884.1,708.5,11.17,225
g04_08.asc,11,2,1,11458684,11458726,44,1886.5,702.7,1402.1,646.9,10.77,439
g04_08.asc,11,2,1,11458836,11458862,28,1401.7,633.5,1572.3,616.0,3.96,196
g04_08.asc,11,2,1,11459124,11459134,12,1553.6,611.3,1532.7,607.4,0.49,61
g04_08.asc,11,2,1,11459428,11459498,72,1532.6,607.0,335.2,604.5,27.69,642
g04_08.asc,11,2,1,11459624,11459642,20,331.7,578.6,400.0,574.1,1.61,143
g04_08.asc,11,2,1,11460196,11460206,12,409.7,573.1,436.6,571.6,0.64,80
g04_08.asc,11,2,1,11460584,11460594,12,435.1,567.3,410.5,580.1,0.68,85
g04_08.asc,11,2,1,11460976,11461058,84,403.4,590.5,1615.4,682.9,28.01,559
g04_08.asc,11,2,1,11461332,11461350,20,1589.4,667.5,1569.9,624.0,1.26,120
g04_08.asc,11,2,1,11461744,11461754,12,1555.3,615.2,1538.3,593.6,0.70,88
g04_08.asc,11,2,1,11461912,11461990,80,1531.0,591.5,369.3,602.9,26.96,577
g04_08.asc,12,1,1,11467684,11467750,68,1703.2,666.6,856.9,567.4,19.82,508
g04_08.asc,12,1,1,11468104,11468138,36,861.3,572.5,1017.0,566.4,3.84,200
g04_08.asc,12,1,1,11468492,11468510,20,1006.2,580.4,933.6,572.7,1.80,152
g04_08.asc,12,1,1,11468648,11468666,20,939.2,568.5,1002.9,567.6,1.57,140
g04_08.asc,12,1,1,11469324,11469334,12,993.7,572.2,975.5,568.6,0.46,57
g04_08.asc,12,1,1,11469892,11469898,8,980.9,562.9,996.7,562.7,0.39,61
g04_08.asc,12,1,1,11470140,11470158,20,992.0,589.2,928.6,579.5,1.58,114
g04_08.asc,12,2,1,11471024,11471086,64,973.1,574.2,1597.9,654.3,14.87,356
g04_08.asc,12,2,1,11471288,11471362,76,1577.8,651.7,435.0,594.1,26.53,545
g04_08.asc,12,2,1,11471660,11471670,12,432.8,584.4,404.8,589.5,0.68,84
g04_08.asc,12,2,1,11472716,11472790,76,410.8,569.4,1587.2,643.6,27.28,580
g04_08.asc,12,2,1,11473384,11473446,64,1577.7,646.4,428.9,576.3,26.69,646
g04_08.asc,13,0,1,11477472,11477530,60,1768.7,700.1,881.2,546.0,20.79,583
g04_08.asc,13,1,1,11477924,11477942,20,896.3,558.9,974.5,551.4,1.94,182
g04_08.asc,13,1,1,11478252,11478302,52,982.4,569.3,1189.6,737.3,6.90,196
g04_08.asc,13,1,1,11478488,11478550,64,1312.3,749.6,1876.2,1133.8,15.74,388
g04_08.asc,13,1,1,11478688,11478742,56,1860.0,1130.7,1129.3,843.4,17.68,518
g04_08.asc,13,1,1,11478836,11479046,212,1117.0,858.8,1092.4,722.5,3.81,351
g04_08.asc,13,1,1,11479268,11479302,36,1087.8,779.1,832.7,788.1,6.22,281
g04_08.asc,13,1,1,11479516,11479570,56,826.6,796.4,960.5,772.2,3.34,168
g04_08.asc,13,1,1,11479752,11479786,36,992.5,770.1,1173.2,836.4,4.74,216
g04_08.asc,13,1,1,11479984,11480034,52,1192.1,874.9,1013.9,1113.1,7.59,250
g04_08.asc,13,1,1,11480056,11480126,72,1012.7,1174.0,870.1,1702.5,12.51,237
g04_08.asc,13,2,1,11480584,11480638,56,846.7,1668.5,438.1,1823.8,9.01,281
g04_08.asc,13,2,1,11481072,11481146,76,414.7,1833.5,515.2,584.8,28.72,616
g04_08.asc,13,2,1,11481332,11481354,24,501.9,589.9,419.6,571.4,2.03,138
g04_08.asc,13,2,1,11481700,11481774,76,413.0,580.1,1574.1,612.3,26.92,599
g04_08.asc,13,2,1,11483140,11483210,72,1543.2,593.3,420.2,585.6,26.18,609
g04_08.asc,13,2,1,11484280,11484354,76,427.2,563.8,1549.3,615.7,26.16,549
g04_08.asc,13,2,1,11484928,11484998,72,1526.9,557.7,374.0,578.2,26.82,617
g04_08.asc,14,1,1,11493336,11493390,56,1948.4,380.4,1149.8,487.6,18.22,544
g04_08.asc,14,1,1,11493776,11493834,60,1140.3,506.0,704.8,439.2,11.06,301
g04_08.asc,14,1,1,11493868,11493902,36,742.7,466.9,863.5,488.5,3.10,126
g04_08.asc,14,1,1,11494036,11494058,24,908.0,499.5,996.6,487.7,2.24,163
g04_08.asc,14,1,1,11494744,11494790,48,984.3,500.9,490.2,503.6,12.13,385
g04_08.asc,14,1,1,11494972,11495022,52,480.7,506.1,-39.0,564.1,11.98,363
g04_08.asc,14,1,1,11495696,11495806,112,-51.7,534.6,918.5,497.8,22.51,314
g04_08.asc,14,2,1,11496372,11496430,60,957.7,515.9,1524.5,487.9,13.58,346
g04_08.asc,14,2,1,11496612,11496674,64,1509.9,482.0,393.4,520.7,26.29,667
g04_08.asc,14,2,1,11496852,11496862,12,400.2,516.9,421.5,514.5,0.52,65
g04_08.asc,14,2,1,11497280,11497354,76,427.3,517.1,1657.1,552.1,28.45,612
g04_08.asc,14,2,1,11497572,11497578,8,1625.0,548.9,1610.2,547.4,0.33,64
g04_08.asc,14,2,1,11497920,11497926,8,1592.4,522.0,1588.2,516.5,0.18,64
g04_08.asc,14,2,1,11498112,11498178,68,1584.4,509.5,429.8,508.6,26.98,664
g04_08.asc,14,2,1,11498464,11498474,12,412.0,502.0,438.1,508.1,0.65,82
g04_08.asc,14,2,1,11498764,11498838,76,438.7,515.8,1673.1,563.0,28.50,610
g04_08.asc,14,2,1,11499036,11499046,12,1643.8,558.5,1611.3,554.3,0.73,92
g04_08.asc,15,0,1,11509934,11509964,32,677.3,557.5,562.6,465.6,3.89,186
g04_08.asc,15,1,1,11510130,11510172,44,569.7,455.8,935.0,547.2,9.46,374
g04_08.asc,15,1,1,11510654,11510672,20,927.7,563.5,1004.2,568.4,1.91,152
g04_08.asc,15,1,1,11510874,11510884,12,998.7,590.8,968.8,592.7,0.75,93
g04_08.asc,15,1,1,11511062,11511072,12,966.6,575.2,986.3,572.2,0.50,62
g04_08.asc,15,1,1,11511290,11511296,8,978.8,567.5,967.3,566.7,0.29,60
g04_08.asc,15,1,1,11511734,11511780,48,959.2,569.9,642.7,538.9,7.93,255
g04_08.asc,15,1,1,11511954,11511972,20,613.1,511.4,592.3,488.4,0.84,63
g04_08.asc,15,1,1,11512162,11512212,52,594.3,482.0,962.3,588.5,9.64,291
g04_08.asc,15,1,1,11512410,11512416,8,962.3,575.6,974.1,575.1,0.29,63
g04_08.asc,15,1,1,11512638,11512840,204,985.9,589.5,938.4,508.3,2.62,530
g04_08.asc,15,2,1,11513186,11513264,80,969.6,554.5,443.3,623.9,13.11,382
g04_08.asc,15,2,1,11513530,11513544,16,435.9,615.3,423.9,573.0,1.24,130
g04_08.asc,15,2,1,11513882,11513952,72,430.1,558.4,1580.7,616.2,26.93,603
g04_08.asc,15,2,1,11514738,11514752,16,1545.6,575.0,1539.7,548.1,0.75,68
g04_08.asc,15,2,1,11514782,11514864,84,1543.8,555.8,482.1,527.0,25.05,603
g04_08.asc,15,2,1,11514950,11517600,2650,471.3,492.0,481.7,634.4,4.08,336
g04_08.asc,16,1,1,11527826,11527884,60,2000.8,585.4,1001.9,545.6,21.93,619
g04_08.asc,16,1,1,11528966,11529080,116,986.8,571.4,1850.7,515.8,19.54,251
g04_08.asc,16,1,1,11529438,11529504,68,1869.0,534.2,999.0,619.2,19.69,506
g04_08.asc,16,1,1,11530690,11530720,32,991.8,593.1,1126.9,578.2,3.36,177
g04_08.asc,16,2,1,11530862,11531044,184,1146.7,569.4,1157.1,559.5,0.38,345
g04_08.asc,16,2,1,11531138,11531180,44,1146.8,551.3,1553.8,589.2,9.60,363
g04_08.asc,16,2,1,11531626,11531692,68,1592.4,605.5,441.1,589.1,26.81,641
g04_08.asc,16,2,1,11532050,11532060,12,420.1,590.1,405.6,580.3,0.45,56
g04_08.asc,16,2,1,11533046,11533064,20,389.8,555.1,450.5,556.6,1.48,138
g04_08.asc,16,2,1,11533174,11533388,216,450.4,553.2,1521.6,585.5,25.28,898
g04_08.asc,16,2,1,11533910,11533920,12,1537.0,619.4,1523.4,612.5,0.36,45
g04_08.asc,16,2,1,11534558,11534576,20,1535.4,613.5,1587.1,613.3,1.16,86
g04_08.asc,16,2,1,11535478,11535552,76,1560.0,597.5,451.4,602.5,26.02,608
g04_08.asc,16,2,1,11535766,11535780,16,433.3,587.0,394.9,583.7,0.94,78
g04_08.asc,16,2,1,11536050,11536140,92,389.9,584.7,1621.2,663.3,28.62,486
g04_08.asc,16,2,1,11536362,11536376,16,1593.9,643.5,1557.6,629.5,0.90,86
g04_08.asc,17,0,1,11540906,11540932,28,1695.7,571.8,1818.6,601.2,2.72,127
g04_08.asc,17,1,1,11541106,11541168,64,1864.9,605.2,945.3,619.8,20.67,557
g04_08.asc,17,1,1,11541538,11541556,20,944.5,617.9,984.6,577.2,1.55,108
g04_08.asc,17,1,1,11542310,11542328,20,969.1,553.4,1026.9,546.2,1.46,114
g04_08.asc,17,1,1,11542390,11542408,20,1023.3,527.1,967.2,531.1,1.40,103
g04_08.asc,17,1,1,11543342,11543384,44,961.3,549.5,1198.5,544.6,5.84,191
g04_08.asc,17,1,1,11543582,11543648,68,1191.6,546.9,1908.7,663.1,16.09,336
g04_08.asc,17,1,1,11543926,11543948,24,1923.8,668.2,2028.5,701.5,2.23,152
g04_08.asc,17,2,1,11544150,11544200,52,2002.2,715.4,1339.9,600.5,14.48,563
g04_08.asc,17,2,1,11544302,11544340,40,1338.1,604.9,1578.4,576.3,5.59,242
g04_08.asc,17,2,1,11544766,11544832,68,1534.6,560.4,415.4,554.8,26.40,613
g04_08.asc,17,2,1,11545270,11545276,8,404.0,554.7,391.9,548.9,0.34,58
g04_08.asc,17,2,1,11545810,11545820,12,402.7,547.4,425.0,551.5,0.56,70
g04_08.asc,17,2,1,11545974,11546052,80,440.0,551.7,1591.3,623.3,27.01,521
g04_08.asc,17,2,1,11546470,11546476,8,1560.4,599.3,1550.1,591.7,0.31,55
g04_08.asc,17,2,1,11547150,11547220,72,1528.4,565.8,426.5,556.5,26.02,603
g04_08.asc,18,1,1,11551712,11551774,64,624.7,465.8,968.8,548.5,8.94,207
g04_08.asc,18,1,1,11552100,11552110,12,979.9,550.6,1003.6,555.2,0.61,76
