MSG	11548948 TRIAL 18 START
MSG	11550848 DRIFTCORRECT L LEFT  at 960,540  OFFSET 0.83 deg.  -32.2,-7.0 pix.
MSG	11551606 RECCFG P 500 2 1 
MSG	11551606 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	11551607 !MODE RECORD P 500 2 1
START	11551608 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
11552036	  968.4	  548.8	  496.0	.
11552038	  968.3	  548.8	  496.0	.
11552040	  968.6	  549.0	  494.0	.
11552042	  968.8	  549.1	  494.0	.
11552044	  969.4	  549.1	  492.0	.
11552046	  969.7	  549.7	  491.0	.
11552048	  969.1	  549.4	  491.0	.
11552050	  968.9	  549.9	  491.0	.
11552052	  968.9	  550.2	  491.0	.
11552054	  969.2	  551.2	  494.0	.
11552056	  968.8	  551.0	  494.0	.
11552058	  968.5	  551.2	  494.0	.
11552060	  968.9	  551.4	  494.0	.
11552062	  968.9	  551.4	  495.0	.
11552064	  968.9	  551.3	  495.0	.
11552066	  968.9	  552.0	  494.0	.
11552068	  970.0	  551.8	  494.0	.
11552070	  971.1	  551.6	  493.0	.
11552072	  971.5	  550.5	  490.0	.
11552074	  971.9	  549.4	  489.0	.
11552076	  972.2	  549.1	  488.0	.
11552078	  972.6	  550.3	  486.0	.
11552080	  972.0	  550.1	  485.0	.
11552082	  971.9	  550.2	  484.0	.
11552084	  971.9	  549.5	  482.0	.
11552086	  971.7	  549.6	  481.0	.
11552088	  971.5	  549.1	  481.0	.
11552090	  972.2	  549.6	  480.0	.
11552092	  972.9	  550.2	  479.0	.
11552094	  973.1	  549.6	  479.0	.
11552096	  973.4	  549.7	  479.0	.
11552098	  978.2	  549.9	  478.0	.
EFIX L   11551776	11552098	324	  968.0	  547.4	    498
SSACC L  11552100
11552100	  979.9	  550.6	  479.0	.
11552102	  986.8	  551.1	  479.0	.
11552104	  992.0	  551.5	  478.0	.
11552106	  999.1	  553.4	  477.0	.
11552108	 1003.6	  555.2	  477.0	.
11552110	 1005.0	  556.3	  480.0	.
ESACC L  11552100	11552110	12	  979.9	  550.6	 1003.6	  555.2	   0.61	     76
SFIX L   11552112
11552112	 1005.0	  557.3	  480.0	.
11552114	 1004.7	  556.9	  477.0	.
11552116	 1004.0	  556.4	  475.0	.
11552118	 1003.3	  556.2	  474.0	.
11552120	 1002.8	  555.9	  474.0	.
11552122	 1002.5	  556.4	  473.0	.
11552124	 1001.9	  556.9	  472.0	.
11552126	 1001.5	  558.0	  470.0	.
11552128	 1000.0	  558.1	  470.0	.
11552130	  999.4	  558.2	  469.0	.
11552132	  999.4	  558.6	  469.0	.
11552134	  999.3	  558.4	  466.0	.
11552136	  999.3	  558.8	  466.0	.
11552138	  999.5	  558.6	  465.0	.
11552140	  999.8	  558.4	  464.0	.
11552142	  999.9	  558.6	  463.0	.
11552144	  999.9	  558.7	  463.0	.
11552146	 1000.2	  558.8	  463.0	.
11552148	 1000.4	  558.7	  461.0	.
11552150	 1000.5	  558.9	  461.0	.
11552152	 1000.1	  558.9	  461.0	.
11552154	  999.9	  559.5	  461.0	.
11552156	 1000.5	  561.1	  461.0	.
11552158	 1001.0	  561.6	  461.0	.
11552160	 1001.4	  561.7	  461.0	.
11552162	 1001.9	  561.7	  461.0	.
11552164	 1001.7	  561.7	  461.0	.
11552166	 1001.6	  561.8	  461.0	.
11552168	 1001.0	  561.7	  460.0	.
11552170	 1000.8	  560.8	  460.0	.
11552172	 1000.9	  560.3	  458.0	.
11552174	 1000.8	  560.7	  457.0	.
11552176	 1001.4	  560.5	  450.0	.
11552178	 1001.1	  560.7	  450.0	.
11552180	 1000.5	  559.9	  447.0	.
11552182	 1000.7	  559.9	  445.0	.
11552184	 1000.5	  560.1	  445.0	.
11552186	 1000.3	  559.7	  445.0	.
11552188	 1000.3	  559.3	  445.0	.
11552190	 1000.0	  559.8	  444.0	.
11552192	 1000.2	  559.6	  443.0	.
11552194	 1000.6	  560.7	  443.0	.
11552196	 1001.4	  561.0	  443.0	.
11552198	 1001.6	  561.2	  443.0	.
11552200	 1001.5	  559.2	  443.0	.
11552202	 1001.4	  558.8	  443.0	.
11552204	 1001.5	  558.9	  443.0	.
11552206	 1002.1	  559.1	  443.0	.
11552208	 1002.8	  559.1	  442.0	.
11552210	 1002.8	  560.2	  442.0	.
11552212	 1003.5	  560.1	  438.0	.
11552214	 1004.1	  560.2	  438.0	.
11552216	 1004.4	  561.0	  437.0	.
11552218	 1004.6	  562.1	  437.0	.
11552220	 1005.1	  560.6	  437.0	.
11552222	 1005.5	  561.7	  434.0	.
11552224	 1005.2	  561.1	  434.0	.
11552226	 1005.1	  560.6	  434.0	.
11552228	 1005.5	  561.9	  434.0	.
11552230	 1006.1	  563.5	  432.0	.
11552232	 1006.3	  563.4	  432.0	.
11552234	 1005.4	  564.5	  432.0	.
11552236	 1006.1	  564.3	  428.0	.
11552238	 1006.7	  564.2	  428.0	.
11552240	 1005.8	  564.1	  428.0	.
11552242	 1005.9	  564.1	  429.0	.
11552244	 1005.7	  562.3	  429.0	.
11552246	 1005.8	  563.9	  429.0	.
11552248	 1006.0	  565.3	  425.0	.
11552250	 1005.0	  564.7	  425.0	.
11552252	 1005.0	  565.6	  425.0	.
11552254	 1005.3	  566.7	  425.0	.
11552256	 1005.4	  565.7	  425.0	.
11552258	 1005.6	  566.6	  425.0	.
11552260	 1005.9	  567.3	  425.0	.
11552262	 1005.7	  567.4	  425.0	.
11552264	 1005.8	  567.7	  425.0	.
11552266	 1005.4	  568.2	  425.0	.
11552268	 1005.5	  568.9	  424.0	.
11552270	 1005.7	  570.7	  423.0	.
11552272	 1005.9	  571.5	  416.0	.
11552274	 1005.7	  571.7	  416.0	.
11552276	 1006.6	  571.3	  415.0	.
11552278	 1007.2	  571.1	  414.0	.
11552280	 1007.8	  570.8	  413.0	.
11552282	 1008.3	  570.6	  412.0	.
11552284	 1008.5	  569.1	  412.0	.
11552286	 1008.9	  570.0	  412.0	.
11552288	 1009.2	  570.1	  411.0	.
11552290	 1009.2	  569.8	  411.0	.
11552292	 1008.4	  570.7	  411.0	.
11552294	 1008.0	  570.2	  411.0	.
11552296	 1008.0	  571.1	  411.0	.
11552298	 1007.2	  571.9	  411.0	.
11552300	 1007.6	  573.0	  410.0	.
11552302	 1007.9	  573.5	  410.0	.
11552304	 1007.5	  572.3	  407.0	.
11552306	 1007.4	  573.3	  408.0	.
11552308	 1007.6	  572.6	  406.0	.
11552310	 1006.3	  571.9	  404.0	.
11552312	 1006.6	  572.5	  405.0	.
11552314	 1006.8	  572.5	  405.0	.
11552316	 1005.8	  572.3	  408.0	.
11552318	 1006.3	  573.3	  408.0	.
11552320	 1005.9	  572.4	  408.0	.
11552322	 1005.4	  572.0	  408.0	.
11552324	 1006.0	  571.8	  405.0	.
11552326	 1005.7	  571.7	  404.0	.
11552328	 1005.2	  570.3	  404.0	.
11552330	 1005.0	  570.7	  402.0	.
11552332	 1004.7	  570.2	  400.0	.
11552334	 1003.9	  569.7	  399.0	.
11552336	 1004.3	  570.4	  399.0	.
11552338	 1004.1	  570.0	  398.0	.
11552340	 1004.6	  569.6	  397.0	.
11552342	 1005.5	  571.1	  396.0	.
11552344	 1005.1	  571.3	  396.0	.
11552346	 1005.0	  571.4	  396.0	.
11552348	 1005.0	  571.5	  396.0	.
11552350	 1004.4	  571.3	  395.0	.
11552352	 1004.0	  572.8	  396.0	.
11552354	 1004.9	  574.2	  397.0	.
11552356	 1004.6	  574.3	  399.0	.
11552358	 1004.3	  574.1	  400.0	.
11552360	 1005.1	  574.2	  400.0	.
11552362	 1005.8	  573.6	  399.0	.
11552364	 1006.2	  572.9	  399.0	.
11552366	 1006.3	  573.5	  393.0	.
11552368	 1006.5	  574.0	  393.0	.
11552370	 1006.6	  575.6	  392.0	.
11552372	 1006.5	  574.1	  392.0	.
11552374	 1006.1	  574.5	  392.0	.
11552376	 1006.4	  574.6	  393.0	.
11552378	 1005.8	  574.6	  392.0	.
11552380	 1005.7	  574.6	  391.0	.
11552382	 1005.5	  573.9	  389.0	.
11552384	 1005.6	  573.3	  388.0	.
11552386	 1005.8	  573.0	  388.0	.
11552388	 1006.4	  573.1	  388.0	.
11552390	 1006.9	  572.7	  388.0	.
11552392	 1007.2	  572.7	  387.0	.
11552394	 1007.6	  572.6	  386.0	.
11552396	 1007.5	  571.9	  386.0	.
11552398	 1007.3	  572.0	  386.0	.
11552400	 1007.1	  571.5	  386.0	.
11552402	 1006.8	  570.8	  386.0	.
11552404	 1007.4	  570.8	  385.0	.
11552406	 1007.0	  570.6	  384.0	.
11552408	 1007.1	  570.5	  384.0	.
11552410	 1007.0	  570.3	  384.0	.
11552412	 1006.6	  568.8	  384.0	.
11552414	 1006.4	  568.8	  383.0	.
11552416	 1006.9	  567.7	  383.0	.
11552418	 1007.0	  567.4	  379.0	.
11552420	 1007.0	  567.7	  379.0	.
11552422	 1007.0	  567.5	  379.0	.
11552424	 1006.8	  567.3	  379.0	.
11552426	 1007.2	  568.8	  379.0	.
11552428	 1007.3	  569.2	  379.0	.
11552430	 1006.0	  568.9	  379.0	.
11552432	 1005.9	  569.1	  379.0	.
11552434	 1006.0	  569.3	  379.0	.
11552436	 1005.6	  568.8	  379.0	.
11552438	 1006.0	  570.6	  378.0	.
11552440	 1005.6	  569.6	  378.0	.
11552442	 1005.5	  570.1	  377.0	.
11552444	 1005.6	  570.6	  377.0	.
11552446	 1005.7	  571.4	  377.0	.
11552448	 1003.8	  572.1	  377.0	.
11552450	 1002.1	  573.9	  378.0	.
EFIX L   11552112	11552450	340	 1004.6	  566.5	    420
SSACC L  11552452
11552452	  997.7	  574.2	  378.0	.
